2026-07-19 06:08:01 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'TLMUSDT', 'level': 0.001661, 'approach_count': 7, 'block_threshold': 4}
2026-07-19 20:54:19 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:54:24 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:54:29 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:54:29 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:54:34 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:54:39 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:54:45 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:54:45 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:54:50 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:54:55 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:55:00 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:55:00 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:55:05 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:55:10 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:55:15 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:55:15 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:55:20 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:55:25 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:55:30 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:55:30 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:55:35 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:55:40 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:55:45 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:55:45 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:55:53 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 2, 'new': 0}
2026-07-19 20:56:01 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:56:01 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:56:06 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:56:11 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:56:16 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'flat', 'note': 'flat:range=3.9%,dir_eff=0.09'}
2026-07-19 20:56:16 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'BUSDT', 'level': 0.24039, 'distance_pct': 1.9216646266829944}
2026-07-19 20:56:16 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'flat', 'note': 'flat:range=3.9%,dir_eff=0.09'}
2026-07-19 20:56:21 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'flat', 'note': 'flat:range=3.9%,dir_eff=0.09'}
2026-07-19 20:57:44 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'BANKUSDT', 'level': 0.20263, 'current': 0.23518, 'distance_pct': 13.8}
2026-07-19 20:57:44 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'BANKUSDT', 'level': 0.20263}
2026-07-19 20:57:45 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'BANKUSDT', 'level': 0.22945, 'close_below': 25}
2026-07-19 20:59:23 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:59:23 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:59:28 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:59:33 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:59:38 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:59:43 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'ESPORTSUSDT', 'level': 0.02205, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.03}
2026-07-19 20:59:43 | INFO | __main__:_run_phase1:414 | Pump degraded, skipping monitoring | {'symbol': 'ESPORTSUSDT', 'health': 25, 'broken': 0, 'correction': '194%'}
2026-07-19 20:59:48 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:59:53 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:59:53 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:59:59 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 21:02:51 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'BUSDT'}
2026-07-19 21:02:51 | INFO | __main__:_run_phase1:575 | Replaced old monitor with closer level | {'symbol': 'BUSDT', 'old': 0.24039, 'new': 0.2448}
2026-07-19 21:02:51 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'BUSDT', 'level': 0.24039}
2026-07-19 21:02:51 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'BUSDT', 'level': 0.2448, 'close_below': 9}
2026-07-19 21:05:56 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 1, 'new': 0}
2026-07-19 21:05:58 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.27'}
2026-07-19 21:05:58 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.27'}
2026-07-19 21:06:03 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.27'}
2026-07-19 21:06:08 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.27'}
2026-07-19 21:06:23 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.25'}
2026-07-19 21:06:23 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.25'}
2026-07-19 21:06:28 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.25'}
2026-07-19 21:06:34 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.25'}
2026-07-19 21:06:39 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.26'}
2026-07-19 21:06:39 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.26'}
2026-07-19 21:06:44 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.26'}
2026-07-19 21:06:49 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.26'}
2026-07-19 21:06:54 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.26'}
2026-07-19 21:06:54 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.26'}
2026-07-19 21:06:59 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.26'}
2026-07-19 21:07:04 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.25'}
2026-07-19 21:07:09 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.25'}
2026-07-19 21:07:09 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.25'}
2026-07-19 21:08:20 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.29'}
2026-07-19 21:08:20 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.29'}
2026-07-19 21:08:25 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.29'}
2026-07-19 21:08:30 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.29'}
2026-07-19 21:08:35 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.28'}
2026-07-19 21:08:35 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.28'}
2026-07-19 21:08:40 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.28'}
2026-07-19 21:08:45 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.28'}
2026-07-19 21:08:50 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.32'}
2026-07-19 21:08:50 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.32'}
2026-07-19 21:08:55 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.32'}
2026-07-19 21:09:05 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=-0.09,dir_eff=0.33'}
2026-07-19 21:09:16 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'TLMUSDT', 'level': 0.002429576923076923, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-19 21:09:16 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'TLMUSDT', 'level': 0.002366}
2026-07-19 21:09:16 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'TLMUSDT', 'resistance': 0.002429576923076923, 'from_support': 0.002366}
2026-07-19 21:09:16 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'TLMUSDT', 'level': 0.002429576923076923, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-19 21:11:12 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'USUSDT'}
2026-07-19 21:11:13 | INFO | __main__:_run_phase1:575 | Replaced old monitor with closer level | {'symbol': 'USUSDT', 'old': 0.043692, 'new': 0.045268}
2026-07-19 21:11:13 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'USUSDT', 'level': 0.043692}
2026-07-19 21:11:13 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'USUSDT', 'level': 0.045268, 'close_below': 4}
2026-07-19 21:15:58 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 1, 'new': 0}
2026-07-19 21:16:43 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'USUSDT', 'level': 0.045276, 'type': 'pump_base', 'strength': 5, 'dist_atr': 2.52}
2026-07-19 21:16:44 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'USUSDT', 'level': 0.045276, 'strength': 5}
2026-07-19 21:16:44 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'unknown', 'note': 'unknown:range=7.9%,dir_eff=0.18'}
2026-07-19 21:16:44 | INFO | trading.strategy2_signal_filter:check:988 | S2 signal passed all filters | {'symbol': 'USUSDT', 'level': 0.045276, 'level_type': 'pump_base', 'strength': 5, 'p_bounce': 0.921, 'sl': 0.04491508, 'tp1': 0.04553149, 'tp2': 0.04633029, 'rr': 0.71, 'phase': 'unknown', 'pos_struct_pct': 62.7, 'pos_local_pct': 57.0, 'struct_range': [0.03738, 0.049964], 'approach_speed_pct': -0.4996, 'red_candles_streak': 2, 'phase_streak_checks': 1, 'phase_streak_seconds': 0.0, 'bleed_in_last_12': 0, 'seconds_since_bleed': None, 'phase_seq': 'fffffffffffu', 'hours_since_pump_peak': 20.5, 'vol_decay': 1.19, 'natr_now_pct': 2.0, 'natr_1m': 0.46, 'natr_5m': 1.209, 'natr_15m': 1.776, 'candle_staleness_sec': 44.4, 'bot_version': '2026-07-18.1'}
2026-07-19 21:16:45 | INFO | trading.strategy2_live:_open_grid:784 | S2Live: SL order placed | {'trade_id': '59718841-164c-4a19-804b-5a7939f29d77', 'symbol': 'USUSDT', 'sl_order_id': '41c46bc2-77d1-44a2-aca8-bb56acbc3f7b', 'trigger': 0.044915, 'qty': 4410.0}
2026-07-19 21:16:45 | INFO | bot.telegram:send_close_with_chart:1480 | chart candles available: USUSDT 300 | {}
2026-07-19 21:16:46 | INFO | trading.strategy2_live:_open_grid:817 | S2Live grid opened | {'trade_id': '59718841-164c-4a19-804b-5a7939f29d77', 'symbol': 'USUSDT', 'orders': 2}
2026-07-19 21:16:46 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'USUSDT', 'level': 0.045276, 'distance_pct': 1.1613691931540444}
2026-07-19 21:20:13 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'TLMUSDT', 'level': 0.002368, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.93}
2026-07-19 21:20:13 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'TLMUSDT', 'level': 0.002368, 'close_below': 2}
2026-07-19 21:21:43 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'BANKUSDT', 'level': 0.22957, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.42}
2026-07-19 21:21:44 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'BANKUSDT', 'level': 0.20277, 'strength': 5}
2026-07-19 21:22:44 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'BANKUSDT', 'level': 0.20277, 'current': 0.23347, 'distance_pct': 13.1}
2026-07-19 21:22:44 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'BANKUSDT', 'level': 0.20277}
2026-07-19 21:22:45 | INFO | __main__:_run_phase1:535 | No strong levels found | {'symbol': 'BANKUSDT', 'total_levels': 1}
2026-07-19 21:26:01 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 1, 'new': 0}
2026-07-19 21:27:19 | INFO | bot.telegram:send_close_with_chart:1480 | chart candles available: USUSDT 300 | {}
2026-07-19 21:27:20 | INFO | trading.strategy2_live:_reconcile_one:1289 | S2Live reconcile: no position, no fills — closed | {'trade_id': '59718841-164c-4a19-804b-5a7939f29d77', 'symbol': 'USUSDT'}
2026-07-19 21:28:43 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'BUSDT', 'level': 0.2454, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.03}
2026-07-19 21:28:44 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'BUSDT', 'level': 0.24029, 'strength': 3}
2026-07-19 21:30:32 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'ESPORTSUSDT'}
2026-07-19 21:30:32 | INFO | __main__:_run_phase1:414 | Pump degraded, skipping monitoring | {'symbol': 'ESPORTSUSDT', 'health': 40, 'broken': 0, 'correction': '194%'}
2026-07-19 21:32:33 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'unknown', 'note': 'unknown:range=7.0%,dir_eff=0.20'}
2026-07-19 21:32:33 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'unknown', 'note': 'unknown:range=7.0%,dir_eff=0.20'}
2026-07-19 21:32:38 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'unknown', 'note': 'unknown:range=7.0%,dir_eff=0.20'}
